OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
17280,61651,OK3686509648319960426,UNNAMED,1996,4,26,232879.302943727,390869309.734542,Unknown
17297,57886,OK3687309618819960426,UNNAMED,1996,4,26,215059.396494838,366597720.608361,Unknown
17298,30152,OK3687309625920110412,UNNAMED,2011,4,12,173526.282526387,191030698.361092,Prescribed Fire
17300,35199,OK3687509549720150330,UNNAMED,2015,3,30,195848.180741766,223020612.184995,Unknown
17362,32226,OK3689009550020140404,UNNAMED,2014,4,4,143234.498635006,204252893.718956,Unknown
17370,30322,OR4504212118420100818,WHITE LIGHTNING COMPLEX (YOUTHER),2010,8,18,151130.832151401,245776929.687907,Wildfire
17385,32087,OR4483012121619940725,LECLAIRE,1994,7,25,93245.3601042284,258183153.845582,Wildfire
17386,70908,OR4483012137720150812,COUNTY LINE 2,2015,8,12,213120.048446794,570267744.752442,Wildfire
17389,31033,OR4483512025020140714,PINE CREEK,2014,7,14,182054.230155734,249569172.706839,Wildfire
17416,50250,OR4556011656419960802,SALT COMPLEX (SALT CREEK),1996,8,2,147826.05945367,414776778.518828,Wildfire
17450,36375,OR4562411652120140804,SOMERS,2014,8,4,148676.616594479,300596029.848606,Wildfire
17463,118465,OR4487312131019960810,SIMNASHO,1996,8,10,196096.469066408,955871567.009691,Wildfire
17467,79114,OR4541311664220070713,BATTLE CREEK COMPLEX (BATTLE CREEK),2007,7,13,255176.362101106,649641311.08238,Wildfire
17487,52496,OR4490111693120060723,FOSTER GULCH,2006,7,23,229214.24817085,423438011.316667,Wildfire
17498,45801,OR4568911971120080629,COAL PLANT,2008,6,29,126419.006635746,379784966.282197,Wildfire
17502,44498,OR4476712123320110824,HIGHCASCADES,2011,8,24,239701.669211461,357568557.10915,Wildfire
17519,71495,OR4493112043020110824,HANCOCKCOMPLEX,2011,8,24,384267.170924134,578608064.489355,Wildfire
17538,32051,OR4552312036720160721,0353 RN SCOTT CANYON,2016,7,21,184358.481474357,263600266.97227,Wildfire
17541,31969,OR4574311663820000824,EASTSIDE COMPLEX (DEEP CREEK),2000,8,24,107500.543681655,265596996.429163,Wildfire
17550,54572,OR4495611940720070712,MONUMENT COMPLEX (RED HILL FIRE),2007,7,12,157307.033865634,441018722.917596,Wildfire
17569,37064,OR4583311720919860811,JOSEPH/STARVATION,1986,8,11,117619.208052331,308906923.771028,Wildfire
17579,40760,OR4499212060520140714,BLACK ROCK,2014,7,14,119342.810762551,329866139.714222,Wildfire
17585,59565,OR4585811691019880825,TEEPEE BUTTE,1988,8,25,120613.126508223,496891451.439307,Wildfire
17598,39852,OR4499312125220140713,SHANIKO BUTTE,2014,7,13,164041.828941902,322613056.871963,Wildfire
17612,50028,OR4481412123520130720,SUNNYSIDE TURNOFF,2013,7,20,158217.580065041,403288832.661036,Wildfire
17624,75521,OR4598611692820120820,CACHE CREEK,2012,8,20,193662.273777336,631023098.047907,Wildfire
17628,36318,OR4472911869719960813,BULL COMPLEX (SUMMIT),1996,8,13,113584.469097363,291214659.926954,Wildfire
17630,50827,OR4503511869219960814,TOWER,1996,8,14,130591.642846124,411885389.409325,Wildfire
17633,65350,OR4503712107920110824,0655RAZORBACKEAST,2011,8,24,172948.283323474,528437393.100542,Wildfire
17645,31276,OR4378511727119960812,COW HOLLOW COMPLEX (COW HOLLOW),1996,8,12,103614.174917534,242911407.687445,Wildfire
17674,43814,OR4440811838320160731,RAIL,2016,7,31,122545.047711676,346886969.788869,Wildfire
17680,91281,OR4451112177120030819,B&B COMPLEX (BOOTH),2003,8,19,252364.141072571,726497414.999406,Wildfire
17708,80733,OR4415511718820000714,JACKSON,2000,7,14,225484.385978783,634840546.67793,Wildfire
17735,139515,OR4382211938920070706,EGLEY COMPLEX (EGLEY),2007,7,6,376138.418214305,1081825491.29485,Wildfire
17744,47845,OR4419011809820070817,IRISH SPRING,2007,8,17,149652.708966849,376664366.204071,Wildfire
17753,102554,OR4458511775220150810,CORNET-WINDY RIDGE,2015,8,10,195937.296714407,818290868.591949,Wildfire
17798,284066,OR4332411821620140714,SADDLE DRAW,2014,7,14,386122.087286052,2171509540.33815,Wildfire
17816,35220,OR4355611730720160821,CHERRY ROAD,2016,8,21,122129.494767133,271551898.029235,Wildfire
17821,48001,OR4361211717120130701,OWYHEE,2013,7,1,191908.981982038,370817726.171126,Wildfire
17824,88679,OR4362911838720140714,BUZZARD,2014,7,14,204193.211862644,682303586.57264,Wildfire
17825,71143,OR4363411935219900806,PINE SPRINGS BASIN,1990,8,6,221155.837703276,549800818.386632,Wildfire
17837,33472,OR4337011723120020715,MAHOGANY COMPLEX (ATKINS BUTTE),2002,7,15,115140.191391413,256432847.688019,Wildfire
17847,66744,OR4426911945020140801,SOUTH FORK COMPLEX,2014,8,1,166605.400535937,527122087.44497,Wildfire
17852,45242,OR4337611779920060821,STAR MOUNTAIN,2006,8,21,178350.335075676,346544938.426631,Wildfire
17854,40332,OR4340111803519940802,SWAMP CREEK,1994,8,2,125063.161225763,309005610.656712,Wildfire
17859,49260,OR4398911806120150811,BENDIRE COMPLEX,2015,8,11,199919.258140131,385696012.723286,Wildfire
17864,109786,OR4428411896120150812,CANYON CREEK COMPLEX,2015,8,12,245005.44918465,867303081.22271,Wildfire
17882,30303,OR4431411958420150629,CORNER CREEK 0297 PR,2015,6,29,96695.1318523856,239189735.98423,Wildfire
17886,31845,OR4371211834420070706,BARTLETT MOUNTAIN,2007,7,6,137029.392823661,246731482.231841,Wildfire
17899,43085,OR4346511704020020713,TRIMBLY CREEK,2002,7,13,150695.860358417,331113286.196416,Wildfire
18133,41444,SD4309610116620120719,LONGHORN COMPLEX,2012,7,19,163066.403589954,315484732.73383,Wildfire
18152,82298,SD4381510387820000824,JASPER,2000,8,24,174805.884766957,639840202.069563,Wildfire
18167,41775,SD4389710202220161016,COTTONWOOD CA,2016,10,16,161912.254043334,325724737.621235,Wildfire
18563,167598,TX3016310124720110425,DEATONCOLE,2011,4,25,652908.579416703,911626315.734368,Wildfire
18565,33784,TX3044010308120000512,UNNAMED,2000,5,12,120696.43563609,184533105.322855,Unknown
18584,47570,TX3049010227120080314,PORTER,2008,3,14,120869.858688367,260100004.633271,Wildfire
18602,80788,TX3023910292920110507,SCHWARTZFIRE,2011,5,7,198145.62263632,439556887.266052,Wildfire
18606,42410,TX3050010412820080604,HUGHES RANCH,2008,6,4,150378.874513756,231757991.143505,Wildfire
18615,51763,TX2993910441119980530,CIBLO CREEK FIRE,1998,5,30,190940.8602813,279889766.867878,Wildfire
18635,44652,TX2834309939720080314,HIGHWAY 322,2008,3,14,112553.273204399,234143362.473038,Wildfire
18667,299170,TX3031210406220110409,ROCKHOUSE,2011,4,9,566846.396722208,1642276894.37144,Wildfire
18698,31838,TX3015109722520110904,BASTROPCOUNTYCOMPLEX,2011,9,4,99452.4477980633,172778348.896006,Wildfire
18732,85017,TX3036010327120110509,IRONMOUNTAIN,2011,5,9,194134.848628754,464395596.47485,Wildfire
18837,58396,TX2671309823220080318,BURNS RANCH FIRE,2008,3,18,142693.716958311,297365280.250409,Wildfire
19122,71858,TX3207810046020110620,WHITEHAT,2011,6,20,215538.118173958,406989911.14314,Wildfire
19195,128549,TX3289209866620110413,PKCOMPLEX,2011,4,13,464948.614839843,738095077.450341,Wildfire
19210,33013,TX3225009879720060101,CARBON,2006,1,1,136499.886663245,187328410.714236,Wildfire
19225,150158,TX3179610058220110411,WILDCAT,2011,4,11,295845.030477835,842553027.718708,Wildfire
19251,41646,TX3297309443120110904,NORTHEASTTEXASFIRECOMPLEX,2011,9,4,115776.131168213,239671806.044961,Wildfire
19252,157855,TX3298710081820110411,COOPERMOUNTAINRANCH,2011,4,11,300005.830763796,909564822.624699,Wildfire
19258,136789,TX3328510032520110406,SWENSON,2011,4,6,343576.055718882,795728978.581142,Wildfire
19259,35447,TX3328610139320110409,KILLOUGH,2011,4,9,167378.078863296,206455777.769753,Wildfire
19269,106253,TX3238310102720110414,FRYINGPANRANCH,2011,4,14,297658.54073275,602746305.669859,Wildfire
19270,64787,TX3238510242020110227,TOM,2011,2,27,255720.064981904,368771355.157674,Wildfire
19308,209377,TX3269409941719880312,BIG COUNTRY FIRE,1988,3,12,519662.125443075,1199770380.65358,Wildfire
19348,90808,TX3354510075720110507,DICKENSCOUNTYCOMPLEX,2011,5,7,141578.888303958,530401301.467667,Wildfire
19350,31611,TX3357810005420080314,EIGHTY-TWO FIRE,2008,3,14,162461.461719973,184622166.857854,Wildfire
19352,39436,TX3167510090720060101,COLE,2006,1,1,98102.8027860427,221013276.287082,Wildfire
19391,196945,TX3160710111020080225,GLASS,2008,2,25,403929.924895383,1102165035.77282,Wildfire
19478,37360,TX3148510120920060102,ROCKER B,2006,1,2,132085.780610247,208541488.999716,Wildfire
19637,84897,TX3067110235120080430,HUCKABEE,2008,4,30,183521.714407956,465914786.091284,Wildfire
19696,44627,UT3949911117520120626,SEELEY,2012,6,26,240342.493222903,304213500.163759,Wildfire
19716,64598,UT3972411225419990702,RAILROAD,1999,7,2,222110.766653891,443554861.362052,Wildfire
19719,34258,UT3748311386920040728,HAWKINS,2004,7,28,164810.405806178,220556798.871449,Wildfire
19741,42956,UT3846911247320100720,TWITCHELL CANYON,2010,7,20,171182.406569802,284019760.862951,Wildfire
19764,46764,UT3960611158520120623,WOOD HOLLOW,2012,6,23,143034.141371088,320106091.931073,Wildfire
19790,46576,UT3867011258219960705,SORENSON COMPLEX (SOUTH TWIN PEAKS),1996,7,5,235342.590476987,309259819.277405,Wildfire
19804,161188,UT3978911229219960802,LEAMINGTON COMPLEX (WASH),1996,8,2,517205.394977009,1103894348.34121,Wildfire
19810,31578,UT3793211072920030708,BULLDOG,2003,7,8,113557.001428791,205758095.877077,Wildfire
19811,81854,UT3793611217320020531,SANFORD,2002,5,31,211059.034255379,533401026.794178,Wildfire
19816,348772,UT3868911273920070706,MILFORD FLAT,2007,7,6,548003.617612218,2320120130.5221,Wildfire
19848,34633,UT3884611263919860704,TWINPEAKS,1986,7,4,144618.645523015,231391637.189736,Wildfire
19865,87396,UT3925610955720020620,RATTLE COMPLEX (RATTLE),2002,6,20,341661.745614397,590668612.19187,Wildfire
19869,107392,UT3932911237920120627,CLAY SPRINGS,2012,6,27,222532.717807453,728898953.770266,Wildfire
19922,31000,UT3715011381920030628,APEX,2003,6,28,176696.076467303,197832584.98523,Wildfire
19924,58767,UT3716911391620050623,WESTSIDE COMPLEX,2005,6,23,204013.539535493,375222178.073331,Wildfire
19934,45052,TX3556210100820160323,CRUTCH,2016,3,23,151921.947693994,276542430.309056,Wildfire
19941,49636,UT3705811379820060625,JARVIS,2006,6,25,146329.619704615,315992204.670365,Wildfire
20076,36115,TX3400510082720110227,MATADORWEST,2011,2,27,95690.2327679239,213063312.368104,Wildfire
20144,593364,TX3551510078020060312,EAST AMARILLO COMPLEX,2006,3,12,1276659.72482567,3632992591.13137,Wildfire
20186,90183,WA4596412011120000823,MULE DRY,2000,8,23,420836.48544491,758482362.751878,Wildfire
20250,51701,WA4628511761620050805,SCHOOL,2005,8,5,136889.52725029,437978015.000614,Wildfire
20265,79418,WA4606911776320150814,BUTTE CREEK,2015,8,14,214584.778502682,665867292.625714,Wildfire
20285,31011,UT4197511236920130808,STATE,2013,8,8,132341.894312569,227591132.919137,Wildfire
20300,31854,UT4199211237119940727,ELEVATOR,1994,7,27,142601.647856501,233523805.038454,Wildfire
20312,51867,WA4613412137420150811,COUGAR CREEK,2015,8,11,163793.973652871,437751014.789515,Wildfire
20331,118865,WA4616811780620060821,COLUMBIA COMPLEX,2006,8,21,457758.468720475,1004624668.79521,Wildfire
20338,122914,WA4642711956919840812,HANFORD,1984,8,12,288093.763667033,1046622979.75829,Wildfire
20361,162313,WA4645511957720000607,24 COMMAND-TWO FORK,2000,6,7,263945.591500098,1383509131.30743,Wildfire
20381,49843,WA4647311995320090820,DRY CREEK COMPLEX,2009,8,20,230092.150742269,425930733.908915,Wildfire
20383,77956,WA4648111969720070816,WAUTOMA,2007,8,16,176956.218367539,665117267.220837,Wildfire
20398,35296,WA4571712031520150805,HIGHWAY 8,2015,8,5,219372.759959917,293910701.327773,Wildfire
20426,34777,WA4582012012020150811,UNNAMED,2015,8,11,215826.04768891,289587939.37458,Unknown
20534,43387,UT4054911295520120727,DALLAS CANYON,2012,7,27,110935.20032405,305097665.145859,Wildfire
20549,46909,UT4055711000520070629,NEOLA NORTH,2007,6,29,150342.874229191,329214753.807862,Wildfire
20566,41579,UT4060311265520090806,BIG POLE,2009,8,6,169721.298785436,292204787.851683,Wildfire
20572,38647,UT4152511252520010717,UNNAMED,2001,7,17,147687.732850234,279258279.618772,Wildfire
20579,30094,UT4163311320620060808,HOGUPS,2006,8,8,148602.88856168,218185918.607146,Wildfire
20587,39825,UT4067711294220000801,SALT LAKE DESERT COMPLEX (ARAGONITE),2000,8,1,177483.205603919,280221362.826672,Wildfire
20603,35405,UT4072211291219950827,REDLAM,1995,8,27,117566.394287655,249704141.959303,Wildfire
20626,34843,UT4022111265619960708,DAVIS KNOLL COMPLEX (DAVIS KNOLL),1996,7,8,125526.306827069,242132271.640965,Wildfire
20660,36917,UT4010311277319940615,SIMPSON BT,1994,6,15,172092.968690094,255648442.964234,Wildfire
20687,31249,UT4084911290119950808,PUDDLE VALLEY,1995,8,8,142445.070221091,221665916.984477,Wildfire
20744,61231,WV3791108213719871107,BRUSHY,1987,11,7,295920.200552921,398317974.24523,Wildfire
20834,31509,WV3800508138319911027,KAYFORD MOUNTAIN,1991,10,27,155073.474864686,205643487.370608,Wildfire
20842,41794,WV3761408213719871113,UNNAMED,1987,11,13,313161.464405904,270190470.192828,Unknown
20949,34914,WA4830911934320010814,ST MARYS,2001,8,14,109848.044164182,319154493.437751,Wildfire
20953,218547,WA4833811900220150813,NORTH STAR,2015,8,13,408111.953853393,2004519727.4388,Wildfire
20955,115123,WA4884111998320060703,TRIPOD COMPLEX (SPUR PEAK),2006,7,3,417928.526096977,1070810232.46438,Wildfire
20962,85907,WA4791211911620120908,BARKER CANYON COMPLEX,2012,9,8,296046.27353103,777099418.378528,Wildfire
21001,180111,WA4852611946320150814,TUNK BLOCK,2015,8,14,368000.21329705,1657632144.54842,Wildfire
21004,49204,WA4897812059620060822,TATOOSH COMPLEX,2006,8,22,253441.91710633,461578672.017404,Wildfire
21012,167604,WA4659912020320160731,RANGE 12,2016,7,31,363714.552481018,1430478848.66805,Wildfire
21015,59712,WA4853211998720060724,TRIPOD COMPLEX (TRIPOD),2006,7,24,197312.964244741,550620038.57976,Wildfire
21017,137098,WA4857111968120150814,LIMEBELT,2015,8,14,490838.621047163,1262622224.92002,Wildfire
21031,37603,WA4799112039420040626,POT PEAK-SISI RIDGE COMPLEX,2004,6,26,205115.123099054,339599637.850235,Wildfire
21034,62489,WA4800511820420150815,CARPENTER RD.,2015,8,15,214336.596639216,565237415.263698,Wildfire
21054,41348,WA4801012018120020715,DEER POINT,2002,7,15,137146.968061345,373610178.450987,Wildfire
21060,72859,WA4667912005019960814,COLD CREEK,1996,8,14,202637.04050147,626117586.216114,Wildfire
21061,34351,WA4668612005920030724,UMTANUM RIDGE,2003,7,24,119352.53735753,295283316.189115,Wildfire
21065,32839,WA4871611929919850828,BARKER MT,1985,8,28,123417.242369693,305009693.593635,Wildfire
21070,36246,WA4764012036519880904,DINKELMAN,1988,9,4,152034.263153158,322909827.457943,Wildfire
21082,54119,WA4875611846220150811,STICKPIN,2015,8,11,204343.042594338,505174844.712334,Wildfire
21097,61379,WA4805112011320150814,BLACK CANYON,2015,8,14,293438.504981583,554107325.106054,Wildfire
21113,77444,WA4883712016920030630,FAWN PEAK COMPLEX (FAREWELL),2003,6,30,187526.3381099,722761385.646797,Wildfire
21127,79279,WA4729912010620130727,COLOCKUM TARPS,2013,7,27,179025.591311246,693890777.014894,Wildfire
21140,123618,WA4781512037419940724,TYEE CREEK,1994,7,24,282055.777141092,1108648138.09841,Wildfire
21176,54456,WA4816212046320010812,REX CREEK COMPLEX (REX CREEK),2001,8,12,202005.481607529,494958264.145056,Wildfire
21196,276091,WA4821112010220140714,CARLTON COMPLEX,2014,7,14,582275.637219241,2516345461.6936,Wildfire
21211,66330,WA4822612066620150629,WOLVERINE,2015,6,29,541353.90583637,602407117.770044,Wildfire
21217,35780,WA4825311961220010813,VIRGINIA L,2001,8,13,125181.756632963,326356268.937906,Wildfire
21238,65888,WA4724812058320120908,TABLE MOUNTAIN COMPLEX,2012,9,8,162876.104489095,579101658.930033,Wildfire
21265,33490,WY4406610940720060619,LITTLE VENUS,2006,6,19,255037.870568652,262564605.428754,Wildfire
21279,37630,WY4485510632220060713,BUFFALO CREEK,2006,7,13,212579.124380413,303706198.713763,Wildfire
21301,354075,WY4491210990219880711,CLOVER,1988,7,11,1023289.80371127,2840984901.98335,Wildland Fire Use
21304,53211,WY4376410782819960825,EBLACK MTN,1996,8,25,220701.080391792,412667837.764625,Wildfire
21324,565989,WY4415711051919880711,LAKE CREEK,1988,7,11,781082.812242113,4454373484.17574,Wildland Fire Use
21328,565116,WY4470811082119880722,NORTH FORK,1988,7,22,996509.797366693,4528187833.41419,Wildfire
21339,103194,WY4474311097820160809,MAPLE,2016,8,9,225326.236367722,413670511.860546,Wildfire
21381,53735.5233258,AK6437515411820170714,NOWITNA,2017,7,14,415455.121150694,1158417884.2457,Wildfire
21386,63183,WY4389710429420120629,OIL CREEK,2012,6,29,152853.25677972,494446339.77132,Wildfire
21400,48086.4505748,AK6596714285020170709,BEAR MOUNTAIN,2017,7,9,429759.513295249,1166044407.17729,Wildfire
21424,69730,WY4454310947320080726,GUNBARREL,2008,7,26,416360.020778376,555304876.212779,Wildfire
21429,161468.588957,AK6721814101520170627,CAMPBELL RIVER,2017,6,27,1621258.54879974,4332383827.51872,Wildfire
21430,40384.7972066,AK6745014373320170702,BOULDER CREEK,2017,7,2,362961.680043884,1107950072.98712,Wildfire
21431,98027.0208991,AK6745314131820170703,WHITE MOUNTAIN CREEK,2017,7,3,897840.946956178,2686267248.78435,Wildfire
21433,35939.1258396,AK6756014404320170706,HELMET,2017,7,6,365086.19747232,997014763.200535,Wildfire
21446,34023.9409413,AK6829214201220170703,LOIS CREEK,2017,7,3,281861.184721195,1001935954.75987,Wildfire
21494,36131,WY4323911049120160717,CLIFF CREEK,2016,7,17,332743.733685135,276093510.32684,Wildfire
21511,58125,WY4243611062020120624,FONTENELLE,2012,6,24,233097.94180462,433266878.086047,Wildfire
21546,31393,WY4125210924520000811,SHEEP MT,2000,8,11,197253.226234075,224613570.55943,Wildfire
21548,41881,WY4127110938020000703,WLD HORSE,2000,7,3,205314.620335365,299462059.929136,Wildfire
21561,141128,WY4354410851720000807,KATESBASIN,2000,8,7,485650.036266196,1087421728.0073,Wildfire
21612,47060,WY4363910752719960825,BATES,1996,8,25,160333.576453695,363745754.886636,Wildfire
21683,44562,WY4299110549819960809,OLMSTEAD D,1996,8,9,202200.87886237,337215630.888714,Wildfire
21698,100044,WY4220110549020120627,ARAPAHO,2012,6,27,252123.64998115,738519123.90058,Wildfire
21718,39158,WY4306610945120120809,ALPINE LAKE,2012,8,9,210915.380051747,297347772.326644,Wildfire
21736,93699.0613701,ID4549011522720170729,HIGHLINE,2017,7,29,454918.873705778,767898787.288314,Wildfire
21754,38725.5214499,KS3828709643620170411,UNNAMED,2017,4,11,343410.622568778,254771727.49884,Unknown
21759,45395.7483396,ID4603611671720170715,POWERLINE,2017,7,15,148814.54560543,380216004.372672,Wildfire
21835,166737.04611,GA3057408232320170406,WEST MIMS,2017,4,6,425456.900468167,914335523.404517,Wildfire
21868,40637.1007935,KS3792609596320170506,UNNAMED,2017,5,6,579284.807584367,264917257.801558,Unknown
21896,54378.4609204,ID4270611272520170805,POWERLINE,2017,8,5,158249.366988644,407894023.633388,Wildfire
21907,39630.7971249,ID4280011566720170709,LOVERIDGE,2017,7,9,155337.955026349,298353589.496022,Wildfire
21911,35543.9332095,ID4286511471220170805,SHOESTRING,2017,8,5,114164.807146141,267965861.306067,Wildfire
21916,50391.641129,ID4306511438720170804,MAMMOTH CAVE,2017,8,4,207600.381279909,383458302.247459,Wildfire
21945,32195.6386499,KS3820209663620170419,UNNAMED,2017,4,19,292842.753982335,211859175.29892,Unknown
21991,47357.7387845,AZ3178211084220170423,SAWMILL,2017,4,23,185169.819448599,266175209.265592,Wildfire
21994,39780.2128706,AZ3414811196320170707,BROOKLYN,2017,7,7,156809.347159129,235812560.692608,Wildfire
22016,83296.9709871,CA3761912020720170716,DETWILER,2017,7,16,209744.013902332,537544935.019971,Wildfire
22045,56883.5068169,CA3838712252020171009,NUNS,2017,10,9,314107.530571049,375170637.156307,Wildfire
22046,51664.4479455,CA3839112224120171009,ATLAS,2017,10,9,219982.711294456,340696055.9677,Wildfire
22049,73952.4385026,CA3859812261820171009,TUBBS,2017,10,9,162537.066500917,245080162.56941,Wildfire
22053,36545.671579,CA3931312322020171009,REDWOOD VALLEY INCIDENT,2017,10,9,138623.437187023,247527241.478706,Wildfire
22083,80456.9021253,CA4007312014520170711,LONG VALLEY,2017,7,11,307298.982837492,555660018.34323,Wildfire
22103,30884.6700658,CA4130712105620170725,COVE,2017,7,25,102878.982088772,221507118.023706,Wildfire
22104,62931.9295294,CA4143512316220170626,ISLAND,2017,6,26,297413.558199994,453220601.928995,Wildfire
22131,95692.826865,CA4178612347520170812,OAK,2017,8,12,370326.610619812,695982432.874994,Wildfire
22133,49153.0430086,CA4185212099120170726,STEELE,2017,7,26,154034.683621416,359163659.465219,Wildfire
22136,33465.4611554,CA4198012316420170811,ABNEY,2017,8,11,149396.298599168,245077765.163936,Wildfire
22169,281982.537756,CA3442911910020171205,THOMAS,2017,12,5,528881.96859073,1682243625.22319,Wildfire
22192,54201.9548789,AZ3273510987220170607,FRYE,2017,6,7,134723.195502941,310730674.418482,Wildfire
22196,30076.2760084,CO4078010283820170306,LOGAN,2017,3,6,142637.807074541,212281818.121144,Wildfire
22212,48404.5840227,CA3589912026320170710,GARZA,2017,7,10,114275.393696862,299607673.211238,Wildfire
22227,32983.377714,AZ3363411037520170625,HILLTOP,2017,6,25,95422.6650557154,193246360.191836,Wildfire
22246,36626.6776333,CA3615911869620170829,PIER,2017,8,29,99920.365769899,227640751.478317,Wildfire
22299,54868.5082614,SD4377610344820171211,LEGION LAKE,2017,12,11,126781.942182261,424561954.917043,Wildfire
22310,194877.039078,OR4229712395420170712,CHETCO BAR,2017,7,12,534491.261991599,1439819391.76834,Wildfire
22315,32767.8171695,OR4279812231820170725,BLANKET CREEK,2017,7,25,171476.665611199,246234570.479157,Wildfire
22329,35299.3119765,NV3958711968320170703,EARTHSTONE,2017,7,3,160925.80165452,240905443.173199,Wildfire
22349,103671.208391,NV3976211925220170703,TRUCKEE,2017,7,3,171163.550007245,711238396.39703,Wildfire
22352,44767.7643347,OK3664109946920170307,OKS - SELMAN,2017,3,7,199795.832441201,281894817.49939,Wildfire
22359,34241.7468462,OR4330612262220170812,HAPPY DOG,2017,8,12,249354.056291225,261687288.513764,Wildfire
22369,92711.0673189,NV4027311946420170830,TOHAKUM 2,2017,8,30,290299.905259586,645634009.698829,Wildfire
22373,68558.0044137,OK3671009983720170307,OKS - 283,2017,3,7,234428.342867823,432463122.898414,Wildfire
22378,53113.1116109,OR4356811993720170802,CINDER BUTTE,2017,8,2,159450.20689884,407687920.897989,Wildfire
22403,657299.560722,OK3677410017520170307,OKS - STARBUCK,2017,3,7,1067931.40491666,4188942090.58455,Wildfire
22448,70074.2808684,OR4509112124520170809,NENA SPRINGS,2017,8,9,260311.077805715,566381885.799247,Wildfire
22450,48816.7437459,OR4563012190420170902,EAGLE CREEK,2017,9,2,202351.613204654,403689914.579824,Wildfire
22471,217510.496644,NV4094111678720170709,ROOSTERS COMB,2017,7,9,233015.010667438,1544373314.8639,Wildfire
22510,153561.729123,NV4137211687120170714,SNOWSTORM,2017,7,14,262029.5399627,1107696388.00695,Wildfire
22543,55065.9702003,NV4171611419720170704,DRY GULCH,2017,7,4,146579.670382117,400736604.576521,Wildfire
22590,91570.8375932,MT4573910600920170830,SARTIN DRAW,2017,8,30,227675.296938463,764008901.561164,Wildfire
22630,68711.3525758,MT4599511358020170714,MEYERS,2017,7,14,312223.000291367,575900473.428654,Wildfire
22649,34646.5704209,MT4644711368920170713,LITTLE HOGBACK,2017,7,13,173715.916895129,294981295.979668,Wildfire
22670,62315.9533746,MT4667411426820170715,LOLO PEAK,2017,7,15,178108.665717461,535556579.634055,Wildfire
22689,35434.1730438,KS3846809674920170419,UNNAMED,2017,4,19,256600.138723974,234371136.268112,Unknown
22708,37456.5565937,KS3848409648120170506,UNNAMED,2017,5,6,382380.240404566,247662401.133142,Unknown
22714,222571.57596,MT4721710790020170719,BRIDGE COULEE,2017,7,19,482575.453314971,1947327206.87405,Wildfire
22716,171473.456949,MT4726811348520170724,RICE RIDGE,2017,7,24,434571.974264455,1505167001.20609,Wildfire
22739,39217.2018307,MT4738310761620170719,SOUTH BREAKS,2017,7,19,122346.51661055,345939523.386314,Wildfire
22854,35071.1015254,UT4017711269220170717,DAVIS,2017,7,17,97146.9921291497,243592908.445806,Wildfire
22867,51017.4289055,WA4695112137420170812,NORSE PEAK,2017,8,12,201890.376755588,443643385.967992,Wildfire
22877,38159.3456012,WA4737712101920170812,JOLLY MOUNTAIN,2017,8,12,185591.066148099,336068139.637236,Wildfire
22900,117527.39499,WA4885512041420170723,DIAMOND CREEK,2017,7,23,828465.074583231,1101214123.50535,Wildfire
22943,90147.4141813,WY4495610647120170831,DEER CREEK,2017,8,31,291086.531674673,728878436.571622,Wildfire
22946,68701.7867709,TX3531810053920170307,LEFORS EAST,2017,3,7,287691.600897978,419310238.970587,Wildfire
22955,37706.4707973,TX3582310078220170323,RANKIN RANCH ROAD,2017,3,23,243206.502998116,233063432.841606,Wildfire
22957,290211.338057,TX3608710053120170306,PERRYTON,2017,3,6,544270.056806429,1799824095.96003,Wildfire
22958,74276.2432921,UT3771811283720170617,BRIANHEAD,2017,6,17,319278.271679785,481879098.829688,Wildfire
22963,30789.4736197,WA4654111988520170702,SILVER  DOLLAR,2017,7,2,141768.463173024,263626240.242386,Wildfire
